Nombre,Genero,Fecha de lanzamiento,Duracion,Director,Productora cinematografica,Presupuesto,Recaudacion,Ratings,Reviews
Bright,"['Fantasy', 'Action', 'Thriller']",2017-12-22,117,,Clubhouse Pictures,90000000,0,6.151,[]
The Lost City of Z,"['Adventure', 'Drama', 'History']",2017-03-15,141,,Northern Ireland Screen,30000000,8574339,6.386,[]
Fireworks,"['Animation', 'Drama', 'Fantasy']",2017-08-18,90,,SHAFT,0,26617621,6.553,[]
"Three Billboards Outside Ebbing, Missouri","['Crime', 'Drama']",2017-12-01,115,,Blueprint Pictures,15000000,162729321,8.08,[]
Downsizing,"['Drama', 'Science Fiction']",2017-12-22,135,,Paramount,68000000,55003890,5.333,[]
The Zookeeper's Wife,"['Drama', 'History', 'War']",2017-03-24,126,,Scion Films,20000000,26200000,7.36,[]
Crooked House,"['Mystery', 'Crime', 'Thriller']",2017-09-06,115,,Fred Films,0,2049844,6.4,[]
God's Own Country,"['Romance', 'Drama']",2017-09-01,105,,BFI,0,2559939,7.764,[]
Cook Up a Storm,"['Drama', 'Comedy']",2017-02-10,98,,JCE Movies,125000,0,7.47,[]
47 Meters Down,"['Thriller', 'Adventure', 'Horror']",2017-05-25,89,,Lantica Media,5500000,62198461,5.785,[]
Bleeding Steel,"['Action', 'Science Fiction', 'Thriller']",2017-12-18,109,,Heyi Pictures Company,65000000,0,5.946,[]
"Roman J. Israel, Esq.","['Drama', 'Crime', 'Thriller']",2017-11-17,122,,Culture China - Image Nation Abu Dhabi Fund,22000000,13025860,6.318,[]
Ava,['Drama'],2017-06-21,106,,Trois Brigands Productions,3000000,500000,6.299,[]
The Lego Ninjago Movie,"['Family', 'Animation', 'Action', 'Adventure', 'Comedy']",2017-09-21,101,,Lin Pictures,70000000,123081555,6.501,[]
The Mountain Between Us,"['Drama', 'Adventure', 'Romance']",2017-10-05,109,,Chernin Entertainment,35000000,62832209,6.611,[]
Cargo,"['Drama', 'Thriller', 'Horror']",2017-10-06,105,,Metrol Technology,0,56385,6.403,[]
Guardians,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction', 'Thriller']",2017-02-14,100,,Renovatio Entertainment,5400000,4803565,5.039,[]
The Day of Swapping,['Romance'],2017-07-10,81,,,0,0,5.2,[]
The Marine 5: Battleground,['Action'],2017-03-16,91,,WWE Studios,0,0,6.4,[]
Battle of the Sexes,"['Comedy', 'Drama', 'History']",2017-09-22,121,,Fox Searchlight Pictures,25000000,12638526,6.771,[]
Wonder Wheel,"['Drama', 'Romance']",2017-12-01,101,,Gravier Productions,25000000,15366466,6.4,[]
Infidelity in Suburbia,"['Thriller', 'TV Movie']",2017-02-25,120,,Annuit Coeptis Entertainment II,0,0,6.3,[]
Leatherface,"['Horror', 'Thriller']",2017-09-14,88,,Lionsgate,0,1476843,5.59,[]
The Son of Bigfoot,"['Family', 'Animation', 'Comedy']",2017-07-26,92,,StudioCanal,30000000,46372519,6.554,[]
Tangled: Before Ever After,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",2017-03-10,55,,Disney Television Animation,0,0,6.8,[]
2036: Nexus Dawn,"['Science Fiction', 'Thriller']",2017-08-30,7,,Alcon Entertainment,0,0,6.887,[]
Professor Marston and the Wonder Women,"['Drama', 'Romance']",2017-10-13,108,,Topple Productions,0,1584759,7.207,[]
Gerald's Game,"['Horror', 'Thriller']",2017-09-29,104,,Intrepid Pictures,0,0,6.398,[]
Before I Fall,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",2017-03-02,98,,Open Road Films,5000000,18900000,6.967,[]
I Kill Giants,"['Fantasy', 'Drama']",2017-11-15,106,,XYZ Films,15100000,0,6.17,[]
Fairy Tail: Dragon Cry,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",2017-05-06,85,,A-1 Pictures,0,0,6.603,[]
Kuroko's Basketball the Movie: Last Game,['Animation'],2017-03-18,90,,Bandai Visual,0,0,7.7,[]
Darkest Hour,"['Drama', 'History']",2017-11-22,125,,Working Title Films,30000000,150847207,7.353,[]
Time Trap,"['Science Fiction', 'Adventure']",2017-05-19,87,,Pad Thai Pictures,0,0,6.194,[]
The Little Hours,['Comedy'],2017-06-30,90,,Destro Films,0,0,5.79,[]
Sleepless,"['Action', 'Crime', 'Thriller']",2017-01-12,95,,Vertigo Entertainment,30000000,32540674,5.911,[]
Mary and The Witch's Flower,"['Adventure', 'Animation', 'Family', 'Fantasy']",2017-07-08,103,,STUDIO PONOC,0,42170089,7.133,[]
Hostiles,"['Western', 'Drama', 'History']",2017-12-22,134,,Entertainment Studios Motion Pictures,55000000,36976336,6.917,[]
Teen Titans: The Judas Contract,"['Science Fiction', 'Animation', 'Action']",2017-03-31,84,,DC Entertainment,0,0,7.372,[]
Dragonheart: Battle for the Heartfire,"['Fantasy', 'Adventure']",2017-07-09,98,,Universal 1440 Entertainment,0,0,6.099,[]
The Villainess,"['Action', 'Drama', 'Crime', 'Thriller', 'Adventure']",2017-06-08,129,,Apeitda,125000,8737458,6.865,[]
Animal Crackers,"['Comedy', 'Animation', 'Adventure']",2017-06-23,105,,Blue Dream Studios,17000000,13285512,6.307,[]
Slumber,['Horror'],2017-12-01,84,,Tea Shop & Film Company,0,0,5.342,[]
Marrowbone,"['Thriller', 'Horror', 'Drama', 'Mystery']",2017-10-27,111,,Telecinco Cinema,8000000,12294931,7.221,[]
The Layover,"['Comedy', 'Romance']",2017-09-01,88,,Creative Wealth Media Finance,0,0,5.383,[]
Back to Burgundy,"['Drama', 'Comedy']",2017-06-14,113,,Ce qui me meut,0,0,6.886,[]
My Little Pony: The Movie,"['Family', 'Animation', 'Adventure', 'Fantasy']",2017-10-05,99,,Lionsgate,6000000,61294644,7.2,[]
Veronica,['Horror'],2017-08-25,105,,Film Factory,0,0,6.208,[]
The Wall,"['War', 'Thriller', 'Drama']",2017-05-12,90,,Big Indie Pictures,3000000,4500000,6.343,[]
Christmas Inheritance,"['Romance', 'Comedy']",2017-12-15,105,,Hideaway Pictures,10000000,0,6.307,[]
Attraction,"['Drama', 'Romance', 'Science Fiction', 'Adventure']",2017-01-26,117,,Vodorod 2011,5027266,19454845,6.689,[]
The Snowman,"['Crime', 'Thriller']",2017-10-12,119,,Universal Pictures,35000000,43203413,5.199,[]
"Night Is Short, Walk On Girl","['Comedy', 'Romance', 'Animation', 'Fantasy']",2017-04-07,93,,Science SARU,0,3878208,7.443,[]
Journey to the West: The Demons Strike Back,"['Adventure', 'Fantasy', 'Action']",2017-01-28,109,,Star Overseas,63300000,248805149,5.9,[]
Fabricated City,"['Action', 'Thriller', 'Crime']",2017-02-09,126,,TPS Company,0,0,7.7,[]
Girls Trip,['Comedy'],2017-07-21,122,,Will Packer Productions,19000000,140376621,6.8,[]
Loving Vincent,"['Animation', 'Drama', 'Mystery', 'History']",2017-06-22,95,,Breakthru Films,5500000,42187665,8.019,[]
The Last Warrior,"['Fantasy', 'Family', 'Adventure', 'Action', 'Comedy']",2017-10-19,120,,The Walt Disney Company CIS,8250000,30060061,6.894,[]
The Case for Christ,['Drama'],2017-04-07,112,,Pure Flix Entertainment,3000000,18200000,6.841,[]
The Endless,"['Science Fiction', 'Horror', 'Thriller']",2017-11-05,112,,Snowfort Pictures,1000000,956425,6.324,[]
Bāhubali 2: The Conclusion,"['Action', 'Adventure', 'Fantasy']",2017-04-27,166,,Arka Media Works,31000000,275947313,7.39,[]
Jungle,"['Adventure', 'Drama', 'Thriller']",2017-06-27,115,,Screen Queensland,0,1906640,6.594,[]
The Bad Batch,"['Drama', 'Horror', 'Science Fiction']",2017-06-23,119,,Annapurna Pictures,6000000,180851,5.241,[]
Brain on Fire,['Drama'],2017-02-22,88,,Denver and Delilah Productions,0,0,7.061,[]
Unlocked,"['Action', 'Thriller']",2017-04-27,98,,Silver Reel,0,0,6.236,[]
Scooby-Doo! Shaggy's Showdown,"['Animation', 'Family', 'Mystery', 'Comedy', 'Western']",2017-02-14,80,,Warner Bros. Animation,0,0,7.909,[]
You Get Me,"['Thriller', 'Romance', 'Drama']",2017-06-19,89,,Awesomeness Films,0,0,5.628,[]
A Ghost Story,"['Drama', 'Fantasy']",2017-04-24,93,,Sailor Bear,100000,1929659,7.111,[]
The Grinch,"['Animation', 'Family', 'Comedy', 'Fantasy']",2018-11-08,85,,Illumination,75000000,508600000,6.85,[]
Aquaman,"['Action', 'Adventure', 'Fantasy']",2018-12-07,143,,Warner Bros. Pictures,160000000,1148528393,6.9,[]
The Dark Kingdom,"['Fantasy', 'Adventure', 'Science Fiction', 'Action']",2018-11-26,85,,Grass Temple Films,126580,0,5.6,[]
Avengers: Infinity War,"['Adventure', 'Action', 'Science Fiction']",2018-04-25,149,,Marvel Studios,300000000,2052415039,8.252,[]
Spider-Man: Into the Spider-Verse,"['Action', 'Adventure', 'Animation', 'Science Fiction']",2018-12-06,117,,Columbia Pictures,90000000,375464627,8.404,[]
Fifty Shades Freed,"['Drama', 'Romance']",2018-01-17,105,,Universal Pictures,55000000,368300000,6.713,[]
One Piece: Episode of Skypiea,"['Animation', 'Action', 'Adventure', 'Comedy']",2018-08-25,104,,Toei Animation,0,0,7.219,[]
Aragne: Sign of Vermillion,"['Animation', 'Horror', 'Mystery', 'Fantasy']",2018-11-22,75,,Saku Sakamoto,0,0,3.0,[]
Monkey Magic,"['Animation', 'Fantasy', 'Adventure']",2018-09-22,66,,,0,0,6.0,[]
Deadpool 2,"['Action', 'Comedy', 'Adventure']",2018-05-10,120,,Maximum Effort,110000000,785900000,7.489,[]
Venom,"['Science Fiction', 'Action']",2018-09-28,112,,Matt Tolmach Productions,116000000,856085151,6.827,[]
Jurassic World: Fallen Kingdom,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2018-06-06,129,,Amblin Entertainment,170000000,1310466296,6.548,[]
The Equalizer 2,"['Action', 'Thriller', 'Crime']",2018-07-19,121,,Lonetree Entertainment,62000000,190400157,6.738,[]
The Meg,"['Action', 'Science Fiction', 'Horror']",2018-08-09,113,,Apelles Entertainment,150000000,530517320,6.255,[]
The First Purge,"['Horror', 'Action', 'Thriller']",2018-07-04,97,,Platinum Dunes,13000000,137056262,5.997,[]
Pacific Rim: Uprising,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",2018-03-21,111,,Legendary Pictures,150000000,290061297,6.131,[]
Ready Player One,"['Adventure', 'Action', 'Science Fiction']",2018-03-28,140,,Amblin Entertainment,175000000,607274134,7.602,[]
The Nun,"['Horror', 'Mystery', 'Thriller']",2018-09-05,96,,New Line Cinema,22000000,366082797,5.889,[]
Black Panther,"['Action', 'Adventure', 'Science Fiction']",2018-02-13,135,,Marvel Studios,200000000,1349926083,7.4,[]
Sicario: Day of the Soldado,"['Action', 'Crime', 'Thriller']",2018-06-27,122,,Thunder Road,35000000,75836683,6.907,[]
Mission: Impossible - Fallout,"['Action', 'Adventure']",2018-07-13,147,,Paramount,178000000,791700000,7.419,[]
The Darkest Minds,"['Action', 'Adventure', 'Drama']",2018-07-25,105,,21 Laps Entertainment,34000000,41142379,7.045,[]
Hotel Transylvania 3: Summer Vacation,"['Animation', 'Comedy', 'Family', 'Fantasy']",2018-06-28,97,,Columbia Pictures,80000000,528600000,6.885,[]
Hereditary,"['Horror', 'Mystery', 'Thriller']",2018-06-07,128,,PalmStar Media,10000000,82500000,7.282,[]
Godzilla: The Planet Eater,"['Animation', 'Science Fiction', 'Action', 'Adventure']",2018-11-09,91,,Polygon Pictures,0,0,6.411,[]
Hunter Killer,"['Action', 'Thriller']",2018-10-19,121,,Original Film,40000000,31672678,6.875,[]
Red Sparrow,"['Thriller', 'Mystery']",2018-02-28,140,,Chernin Entertainment,69000000,151572634,6.534,[]
Maze Runner: The Death Cure,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",2018-01-10,143,,The Gotham Group,62000000,288175335,7.106,[]
Terrifier,"['Horror', 'Thriller']",2018-01-25,84,,Dark Age Cinema,100000,416300,6.491,[]
Insidious: The Last Key,"['Horror', 'Mystery', 'Thriller']",2018-01-03,103,,Stage 6 Films,10000000,167885588,6.255,[]
Ralph Breaks the Internet,"['Family', 'Animation', 'Comedy', 'Adventure']",2018-11-20,112,,Walt Disney Pictures,175000000,529323962,7.198,[]
Incredibles 2,"['Action', 'Adventure', 'Animation', 'Family']",2018-06-14,118,,Walt Disney Pictures,200000000,1242805359,7.475,[]
Green Book,"['Drama', 'History']",2018-11-16,130,,Participant,23000000,319700000,8.244,[]
The Christmas Chronicles,"['Comedy', 'Adventure', 'Family', 'Fantasy']",2018-11-22,104,,1492 Pictures,0,0,7.168,[]
Bohemian Rhapsody,"['Music', 'Drama']",2018-10-24,135,,20th Century Fox,52000000,910800000,7.994,[]
Disobedience,"['Drama', 'Romance']",2018-11-30,114,,Braven Films,6000000,8000000,6.986,[]
Fantastic Beasts: The Crimes of Grindelwald,"['Fantasy', 'Adventure', 'Family']",2018-11-14,134,,Warner Bros. Pictures,200000000,654900000,6.869,[]
Rampage,"['Action', 'Adventure', 'Science Fiction']",2018-04-11,107,,Wrigley Pictures,120000000,428028233,6.453,[]
Halloween,"['Horror', 'Thriller']",2018-10-18,106,,Universal Pictures,10000000,259900000,6.5,[]
A Quiet Place,"['Horror', 'Drama', 'Science Fiction']",2018-04-03,91,,Paramount,17000000,341000000,7.394,[]
Creed II,"['Drama', 'Action']",2018-11-21,130,,Metro-Goldwyn-Mayer,50000000,214200000,7.022,[]
The Kissing Booth,"['Romance', 'Comedy']",2018-05-11,105,,Komixx Entertainment,0,0,7.222,[]
Under the Silver Lake,"['Crime', 'Drama', 'Mystery']",2018-06-21,139,,Michael De Luca Productions,8500000,2053469,6.388,[]
Den of Thieves,"['Action', 'Thriller', 'Crime']",2018-01-18,140,,Atmosphere Entertainment MM,30000000,80509622,6.78,[]
Cold Feet,['Comedy'],2018-11-21,94,,Claussen+Putz Filmproduktion,0,0,6.7,[]
Above Majestic,['Documentary'],2018-10-30,133,,SBA Media,0,0,7.2,[]
The Predator,"['Science Fiction', 'Action', 'Adventure']",2018-09-05,107,,Davis Entertainment,88000000,160542134,5.626,[]
To All the Boys I've Loved Before,"['Comedy', 'Romance']",2018-08-16,100,,Awesomeness Films,0,0,7.636,[]
Solo: A Star Wars Story,"['Science Fiction', 'Adventure', 'Action']",2018-05-15,135,,Lucasfilm Ltd.,250000000,392952373,6.562,[]
Ant-Man and the Wasp,"['Action', 'Adventure', 'Science Fiction']",2018-07-04,119,,Marvel Studios,140000000,622674139,6.946,[]
Annihilation,"['Science Fiction', 'Horror']",2018-02-22,115,,Paramount,40000000,43070915,6.403,[]
Bird Box,"['Horror', 'Thriller', 'Drama']",2018-12-13,124,,Bluegrass Films,19800000,0,6.849,[]
Ghostland,"['Horror', 'Mystery', 'Thriller']",2018-03-14,91,,Mars Films,0,0,7.4,[]
Death Wish,"['Action', 'Crime', 'Drama', 'Thriller']",2018-03-02,107,,Metro-Goldwyn-Mayer,30000000,34017028,6.1,[]
Bumblebee,"['Action', 'Adventure', 'Science Fiction']",2018-12-15,113,,Paramount,135000000,467989645,6.726,[]
"Paul, Apostle of Christ",['Drama'],2018-03-23,108,,Outside Da Box,5000000,22500000,7.524,[]
Redcon-1,"['Action', 'Horror', 'Science Fiction']",2018-09-07,117,,Apocalypse Pictures,0,0,5.708,[]
Mile 22,"['Action', 'Thriller']",2018-08-16,95,,STXfilms,35000000,66308758,6.204,[]
Along with the Gods: The Last 49 Days,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller', 'Mystery']",2018-08-01,141,,Lotte Entertainment,18300000,112790210,8.151,[]
The Nutcracker and the Four Realms,"['Fantasy', 'Adventure', 'Family']",2018-10-26,99,,Walt Disney Pictures,120000000,59500000,6.079,[]
Game Night,"['Mystery', 'Comedy', 'Crime']",2018-02-15,100,,New Line Cinema,37000000,117501013,6.852,[]
Ocean's Eight,"['Crime', 'Comedy', 'Action']",2018-06-07,111,,Village Roadshow Pictures,70000000,297718711,6.987,[]
Suspiria,"['Horror', 'Mystery', 'Drama']",2018-10-26,152,,Muskat Filmed Properties,20000000,7900000,6.933,[]
Tomb Raider,"['Action', 'Adventure', 'Fantasy']",2018-03-05,118,,Square Enix,94000000,274650803,6.352,[]
Godzilla: City on the Edge of Battle,"['Animation', 'Science Fiction']",2018-05-18,101,,Polygon Pictures,0,0,6.45,[]
Mary Magdalene,"['Drama', 'Fantasy']",2018-03-15,120,,See-Saw Films,0,11700000,6.299,[]
Mortal Engines,"['Adventure', 'Science Fiction']",2018-11-27,129,,Scholastic Productions,100000000,83869818,6.179,[]
The Mule,"['Crime', 'Drama']",2018-12-14,116,,Imperative Entertainment,50000000,174804407,6.832,[]
I Want to Eat Your Pancreas,"['Animation', 'Drama', 'Romance']",2018-09-01,108,,ABC Animation,0,33748006,8.251,[]
Mary Poppins Returns,"['Fantasy', 'Family', 'Comedy']",2018-12-13,131,,Walt Disney Pictures,130000000,348807090,6.506,[]
12 Strong,"['War', 'Drama', 'Action', 'History']",2018-01-18,130,,Torridon Films,35000000,67450815,6.284,[]
Truth or Dare,"['Thriller', 'Horror']",2018-04-12,101,,Blumhouse Productions,3500000,95330493,5.963,[]
White Boy Rick,"['Crime', 'Drama']",2018-09-14,111,,Studio 8,29000000,26000000,6.335,[]
Instant Family,"['Comedy', 'Drama']",2018-11-16,118,,Closest to the Hole Productions,48000000,121000000,7.53,[]
Overboard,"['Romance', 'Comedy']",2018-04-13,112,,Metro-Goldwyn-Mayer,12000000,91244913,6.642,[]
7 Days in Entebbe,"['Thriller', 'Drama', 'Crime']",2018-03-15,107,,Participant,0,9196740,5.84,[]
My Hero Academia: Two Heroes,"['Animation', 'Action', 'Adventure', 'Fantasy']",2018-08-03,96,,BONES,12000000,31500000,7.9,[]
SuperFly,"['Action', 'Crime']",2018-06-13,107,,Columbia Pictures,16000000,20545116,6.795,[]
A Star Is Born,"['Music', 'Drama', 'Romance']",2018-10-03,136,,Warner Bros. Pictures,36000000,433888866,7.501,[]
God's Not Dead: A Light in Darkness,"['Drama', 'Fantasy']",2018-03-30,105,,Pure Flix Entertainment,0,5700000,6.659,[]
Redbad,"['Adventure', 'History', 'War', 'Drama']",2018-06-28,160,,Bulletproof Cupid,8155000,0,6.295,[]
PAW Patrol: Mighty Pups,"['Adventure', 'Animation', 'Family', 'Action']",2018-10-04,44,,Guru Animation Studio,0,0,7.507,[]
Widows,"['Crime', 'Thriller']",2018-11-06,129,,New Regency Pictures,42000000,73900000,6.5,[]
Once Upon a Deadpool,"['Comedy', 'Action', 'Adventure']",2018-12-11,118,,20th Century Fox,110000000,51400000,7.132,[]
Duck Duck Goose,"['Animation', 'Family', 'Adventure', 'Comedy']",2018-03-09,82,,Original Force Animation,0,0,6.321,[]
An Interview with God,"['Drama', 'Mystery']",2018-08-20,97,,Astute Films,0,0,7.065,[]
Goosebumps 2: Haunted Halloween,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Horror']",2018-10-11,90,,Columbia Pictures,35000000,93300000,6.121,[]
Gonjiam: Haunted Asylum,"['Horror', 'Mystery']",2018-03-28,95,,Hive Media Corp,0,21041950,7.3,[]
The Ballad of Buster Scruggs,"['Western', 'Comedy', 'Drama']",2018-11-09,132,,Mike Zoss Productions,0,0,7.14,[]
Unbroken: Path to Redemption,['Drama'],2018-09-14,98,,Universal 1440 Entertainment,6000000,6200000,6.648,[]
Mia and the White Lion,"['Adventure', 'Family', 'Drama']",2018-08-02,98,,M6 Films,9600000,35500000,7.3,[]
Flavors of Youth,"['Animation', 'Romance', 'Drama']",2018-08-04,74,,CoMix Wave Films,0,496334,6.865,[]
The Favourite,"['Drama', 'Comedy', 'Thriller']",2018-11-23,119,,Waypoint Entertainment,15000000,95918706,7.532,[]
Adrift,"['Thriller', 'Romance', 'Adventure']",2018-05-31,96,,STXfilms,35000000,59945012,6.85,[]
Tell It to the Bees,"['Romance', 'Drama']",2018-09-09,106,,Taking a Line for a Walk Productions,0,0,7.575,[]
Upgrade,"['Action', 'Thriller', 'Science Fiction']",2018-05-31,100,,Goalpost Pictures,5000000,16706680,7.491,[]
The Witch: Part 1. The Subversion,"['Action', 'Mystery', 'Thriller', 'Science Fiction']",2018-06-27,125,,Peppermint&company,5500000,24340302,7.872,[]
Escape Plan 2: Hades,"['Action', 'Thriller', 'Mystery']",2018-06-05,96,,Leomus Pictures,20000000,17500000,5.166,[]
Skyscraper,"['Action', 'Thriller', 'Adventure']",2018-07-11,102,,Flynn Picture Company,125000000,292400000,6.313,[]
I Can Only Imagine,"['Music', 'Drama']",2018-02-14,110,,Kevin Downes Productions,7000000,86026201,7.48,[]
Mowgli: Legend of the Jungle,"['Adventure', 'Drama']",2018-11-25,105,,The Imaginarium,175000000,0,6.488,[]
Final Score,"['Action', 'Thriller']",2018-09-07,105,,The Fyzz,20000000,0,6.076,[]
Maquia: When the Promised Flower Blooms,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Romance']",2018-02-24,115,,P.A.WORKS,0,4300000,8.217,[]
The Scorpion King: Book of Souls,"['Action', 'Adventure', 'Fantasy']",2018-10-23,102,,Universal 1440 Entertainment,0,0,5.863,[]
The Possession of Hannah Grace,"['Horror', 'Drama']",2018-11-29,86,,Screen Gems,9500000,43016528,5.578,[]
Taylor Swift: Reputation Stadium Tour,['Music'],2018-12-31,125,,Den of Thieves,0,0,8.454,[]
First Man,"['History', 'Drama']",2018-10-10,141,,Universal Pictures,70000000,105713218,7.046,[]
Believe Me: The Abduction of Lisa McVey,"['Drama', 'TV Movie']",2018-09-30,98,,Cineflix Productions,0,0,8.1,[]
Suicide Squad: Hell to Pay,"['Science Fiction', 'Action', 'Animation']",2018-03-23,86,,DC Entertainment,0,0,7.1,[]
Alpha,"['Adventure', 'Drama']",2018-08-17,97,,Studio 8,51000000,35808437,6.492,[]
Look Away,"['Horror', 'Thriller', 'Fantasy']",2018-11-02,103,,Buffalo Gal Pictures,0,1119537,6.526,[]
Mamma Mia! Here We Go Again,"['Comedy', 'Romance']",2018-07-09,113,,Littlestar,75000000,395100000,7.13,[]
Mirage,"['Thriller', 'Drama', 'Mystery', 'Fantasy']",2018-11-30,129,,Think Studio,0,17325485,7.465,[]
The Quake,"['Action', 'Drama', 'Thriller']",2018-08-31,106,,Fantefilm,6300000,0,6.771,[]
Anon,['Science Fiction'],2018-05-03,100,,K5 Film,20000000,1197741,5.938,[]
Replicas,"['Science Fiction', 'Thriller', 'Drama']",2018-10-25,107,,di Bonaventura Pictures,30000000,8100000,6.027,[]
Errementari: The Blacksmith and the Devil,"['Drama', 'Fantasy', 'Horror']",2018-03-02,98,,Pokeepsie Films,0,0,6.35,[]
